Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Type (crop_type),Crop Code (crop_code),Fertilizer Name (fertilizer),Irrigation Area Type (area_type),Farm Size Group (size_group),Farm Size Category (size_category),Percentage of Nitrogen (n_percentage),Percentage of Phosphorus (p_percentage),Percentage of Potassium (k_percentage),Total Num of Holdings Growing One or More Crop (num_of_holdings_grow_one_more_crop),Num of Holdings Growing One or More Crop Treated with Chemical Fertilizers (num_of_hold_grow_one_more_crop_ttd_with_chem_fert),Area Under All Crop - High Yielding Variety(HYV) (area_under_all_crop_hyv),Area Under All Crop - Other (area_under_all_crop_other),Area Under All Crop - Total (area_under_all_crop_total),Area Under All Crop - High Yielding Variety(HYV) Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_hyv),Area Under All Crop - Other Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_other),Area Under All Crop - Total Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_total),Quantity of Applied HYV (qty_fert_applied_hyv),Quantity of Applied Other (qty_fert_applied_other),Quantity of Applied Total (qty_fert_applied_total)
"2011","Uttar Pradesh","9","Basti","131","Total Foodgrains","Total Foodgrain","399","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Large","10 And Above","0.0","0.0","0.0","39.0","0.0","571.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Haryana","6","Sonipat","75","Total Cereals","Cereals","199","Ammonium Chloride","Irrigated","Marginal","Below 1.0","25.0","0.0","0.0","47011.0","534.0","42226.0","120.0","0.0","413.0","0.0","0.0","107.0","0.0","0.0"
"2016","Bihar","10","Arwal","611","Total Food Crops","Other Food Crop","999","Zinc Sulphate Heptahydrate / Monohydrate","Unirrigated","Marginal","Below 1.0","0.0","0.0","0.0","77073.0","0.0","10833.0","498.0","11331.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Bihar","10","Katihar","201","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Irrigated","Semi-Medium","2.0 - 3.99","25.0","0.0","0.0","12429.0","573.0","15109.0","6135.0","0.0","104.0","148.0","0.0","13.0","19.0","0.0"
"2011","Madhya Pradesh","23","Rajgarh","422","Wheat","Cereals","106","Nitro Phosphate","Irrigated","Large","10 And Above","23.0","23.0","0.0","964.0","0.0","3176.0","698.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Karur","576","All Vegetables","Vegetable","799","NPK Mixture","Unirrigated","Small","1.0 - 1.99","22.0","22.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Gujarat","24","Panch Mahals","454","Total Foodgrains","Total Foodgrain","399","Ammonium Sulphate","Unirrigated","Medium","4.0 - 9.99","20.6","0.0","0.0","448.0","56.0","1788.0","0.0","0.0","126.0","0.0","0.0","34.0","0.0","0.0"
"2016","Karnataka","29","Dharwad","536","Total Foodgrains","Total Foodgrain","399","Triple Super Phosphate (TSP)","Irrigated","Small","1.0 - 1.99","0.0","46.0","0.0","9751.0","0.0","7370.0","616.0","8243.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Y.S.R.","504","Sunflower","Oilseeds","1007","NPK Mixture","Irrigated","Small","1.0 - 1.99","17.0","17.0","17.0","8574.0","428.0","7184.0","403.0","0.0","161.0","0.0","0.0","43.0","0.0","0.0"
"2016","Maharashtra","27","Wardha","498","Total Fibres","Fiber Crops","1199","Mono-Ammonium Phosphate (MAP)","Unirrigated","Medium","4.0 - 9.99","0.0","52.0","0.0","14612.0","509.0","9446.0","2044.0","49784.0","365.0","45.0","1974.0","51.0","19.0","262.0"
"2016","West Bengal","19","Jalpaiguri","314","Cabbage","Vegetable","716","Triple Super Phosphate (TSP)","Irrigated","Medium","4.0 - 9.99","0.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Ratlam","423","Jobstears","Cereals","109","Urea","Unirrigated","Marginal","Below 1.0","46.0","0.0","0.0","190.0","190.0","37.0","0.0","37.0","37.0","0.0","37.0","4.0","0.0","4.0"
"2011","Maharashtra","27","Washim","499","Chiku","Fruits","614","Diammonium Sulphate","Unirrigated","Marginal","Below 1.0","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Kerala","32","Malappuram","562","Tapioca (Cassava)","Vegetable","702","Ammonium Phosphate Sulphate / Nitrogen Phosphate","Irrigated","Marginal","Below 1.0","20.0","20.0","0.0","18043.0","0.0","0.0","321.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Malappuram","562","Paddy","Cereals","101","Di-Ammonium Phosphate (DAP)","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","966.0","0.0","148.0","266.0","414.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Odisha","21","Deogarh","351","Total Foodgrains","Total Foodgrain","399","Di-Ammonium Phosphate (DAP)","Irrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","287.0","40.0","401.0","444.0","849.0","93.0","6.0","99.0","118.0","8.0","127.0"
"2011","Rajasthan","8","Tonk","116","Gram","Pulses","201","Diammonium Sulphate","Unirrigated","Large","10 And Above","18.0","46.0","0.0","1859.0","487.0","695.0","7988.0","0.0","563.0","1342.0","0.0","44.0","80.0","0.0"
"2011","Rajasthan","8","Rajsamand","112","Fodder & Green Manures","Fodder","1499","Triple Super Phosphate (TSP)","Irrigated","Large","10 And Above","0.0","46.0","0.0","45.0","15.0","0.0","6.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0"
"2016","Uttar Pradesh","9","Balrampur","127","Total Sugar Crops","Sugar","499","Single Super Phosphate (SSP)","Irrigated","Semi-Medium","2.0 - 3.99","0.0","16.0","0.0","2343.0","48.0","3877.0","203.0","4176.0","117.0","0.0","117.0","3.0","0.0","3.0"
"2011","Maharashtra","27","Jalgaon","478","Maize","Cereals","104","Diammonium Sulphate","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","8690.0","3160.0","5210.0","1276.0","0.0","1458.0","395.0","0.0","152.0","59.0","0.0"
"2011","Meghalaya","17","South Garo Hills","277","Total Food Crops","Other Food Crop","999","Single Super Phosphate (SSP)","Unirrigated","Medium","4.0 - 9.99","0.0","16.0","0.0","501.0","319.0","0.0","2020.0","0.0","0.0","690.0","0.0","0.0","28.0","0.0"
"2011","Karnataka","29","Tumakuru","548","Total Non-Food Crops","Total Non-Food","1999","Ammonium Phosphate Sulphate","Irrigated","Large","10 And Above","16.0","20.0","0.0","1792.0","0.0","1965.0","5280.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Jalgaon","478","Other Citrous Fruits","Fruits","605","Muriate of Potash (MOP)","Irrigated","Small","1.0 - 1.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Siddharth Nagar","182","Kharif Paddy","Cereals","131","NPK Mixture","Unirrigated","Large","10 And Above","10.0","26.0","26.0","88.0","0.0","0.0","535.0","535.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Lalitpur","161","Wheat","Cereals","106","Urea","Unirrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Bahraich","125","Total Cereals","Cereals","199","Diammonium Sulphate","Unirrigated","Marginal","Below 1.0","18.0","46.0","0.0","304950.0","14708.0","220585.0","13928.0","0.0","5592.0","0.0","0.0","1247.0","0.0","0.0"
"2016","Tripura","16","West Tripura","272","Total Cereals","Cereals","199","Calcium Ammonium Nitrate","Unirrigated","Medium","4.0 - 9.99","25.0","0.0","0.0","121.0","0.0","402.0","0.0","463.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Rajasthan","8","Alwar","87","Total Spices & Condiments","Spices","599","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Bengaluru Rural","526","Turnip (Shalgam)","Vegetable","712","Single Super Phosphate (SSP)","Irrigated","Small","1.0 - 1.99","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Rajasthan","8","Alwar","87","Fodder & Green Manures","Fodder","1499","Diammonium Sulphate","Unirrigated","Marginal","Below 1.0","18.0","46.0","0.0","12669.0","1635.0","1712.0","2162.0","0.0","159.0","307.0","0.0","4.0","29.0","0.0"
"2016","Telangana","36","Medak","513","Jowar","Cereals","102","Di-Ammonium Phosphate (DAP)","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","2860.0","2383.0","0.0","536.0","822.0","0.0","403.0","689.0","0.0","83.0","119.0"
"2011","Tamil Nadu","33","Thanjavur","586","Sugarcane","Sugar","401","Diammonium Sulphate","Unirrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Azamgarh","123","Other Fodder Crops","Fodder","1488","Calcium Ammonium Nitrate","Unirrigated","Marginal","Below 1.0","25.0","0.0","0.0","2170.0","0.0","27.0","0.0","27.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Meghalaya","17","South Garo Hills","277","Ginger","Spices","503","Muriate of Potash (MOP)","Unirrigated","Marginal","Below 1.0","0.0","0.0","60.0","410.0","292.0","0.0","88.0","0.0","0.0","59.0","0.0","0.0","1.0","0.0"
"2016","Delhi","7","North East","81","Jowar","Cereals","102","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","38.0","38.0","0.0","0.0","66.0","0.0","0.0","66.0","0.0","0.0","19.0"
"2016","Maharashtra","27","Jalna","479","Sugarcane","Sugar","401","Zinc Sulphate Heptahydrate / Monohydrate","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Kannur","557","Total Spices & Condiments","Spices","599","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","Shajapur","430","Total Foodgrains","Total Foodgrain","399","Ammonium Sulphate","Irrigated","Large","10 And Above","20.6","0.0","0.0","2733.0","0.0","9946.0","7341.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Odisha","21","Nabarangpur","366","Urad","Pulses","203","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","288.0","0.0","0.0","76.0","76.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Howrah","313","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Unirrigated","Small","1.0 - 1.99","25.0","0.0","0.0","13883.0","0.0","14646.0","1037.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Ratnagiri","492","Kharif Paddy","Cereals","131","NPK Mixture","Unirrigated","Small","1.0 - 1.99","10.0","26.0","26.0","21128.0","175.0","7168.0","5036.0","12763.0","28.0","0.0","28.0","6.0","0.0","6.0"
"2011","Andhra Pradesh","28","Srikakulam","519","Sunflower","Oilseeds","1007","Urea","Unirrigated","Marginal","Below 1.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Palakkad","563","Banana","Fruits","606","Urea","Irrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","2001.0","1062.0","111.0","543.0","654.0","49.0","493.0","542.0","57.0","386.0","443.0"
"2016","Haryana","6","Kurukshetra","68","Kharif Paddy","Cereals","131","Single Super Phosphate (SSP)","Irrigated","Marginal","Below 1.0","0.0","16.0","0.0","34087.0","0.0","22327.0","0.0","22327.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Shamli","660","Gram","Pulses","201","Single Super Phosphate (SSP)","Irrigated","Small","1.0 - 1.99","0.0","16.0","0.0","263.0","0.0","132.0","71.0","203.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Shivamogga","547","Total Spices & Condiments","Spices","599","NPK Mixture","Unirrigated","Medium","4.0 - 9.99","10.0","26.0","26.0","228.0","76.0","351.0","282.0","633.0","123.0","24.0","147.0","31.0","10.0","42.0"
"2016","Tamil Nadu","33","Tiruvannamalai","593","Total Fruits","Fruits","699","NPK Mixture","Unirrigated","Marginal","Below 1.0","22.0","22.0","11.0","1221.0","0.0","604.0","0.0","604.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Jharkhand","20","Simdega","342","Lady's Finger (Bhindi)","Vegetable","720","Diammonium Sulphate","Unirrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Chhatarpur","398","Tur (Arhar)","Pulses","202","Single Super Phosphate (SSP)","Irrigated","Large","10 And Above","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Prakasam","517","Total Drugs & Narcotics","Drugs and Narcotics","1399","Potassium Sulphate","Unirrigated","Marginal","Below 1.0","0.0","0.0","50.0","33575.0","0.0","15283.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Wardha","498","Total Pulses","Pulses","299","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","180.0","180.0","108.0","0.0","0.0","108.0","0.0","0.0","18.0","0.0","0.0"
"2016","Tripura","16","South Tripura","271","Radish","Vegetable","710","Single Super Phosphate (SSP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Unnao","186","Potato","Vegetable","701","Triple Super Phosphate (TSP)","Irrigated","Marginal","Below 1.0","0.0","46.0","0.0","3984.0","0.0","564.0","0.0","604.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Ladakh","37","Kargil","6","Total Foodgrains","Total Foodgrain","399","Di-Ammonium Phosphate (DAP)","Unirrigated","Large","10 And Above","18.0","46.0","0.0","3.0","0.0","0.0","26.0","26.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Erode","573","Potato","Vegetable","701","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Raigad","491","Total Spices & Condiments","Spices","599","Diammonium Sulphate","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","4703.0","1975.0","5400.0","0.0","0.0","2498.0","0.0","0.0","118.0","0.0","0.0"
"2011","Rajasthan","8","Jaipur","102","Total Pulses","Pulses","299","Diammonium Sulphate","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","27983.0","1766.0","3541.0","13564.0","0.0","0.0","1979.0","0.0","0.0","83.0","0.0"
"2011","Maharashtra","27","Beed","470","Soyabean","Oilseeds","1009","NPK Mixture","Irrigated","Large","10 And Above","14.0","28.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Prakasam","517","Bajra","Cereals","103","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","0.0","1196.0","0.0","847.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttarakhand","5","Tehri Garhwal","55","Horsegram","Pulses","206","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","8030.0","34.0","0.0","706.0","706.0","0.0","3.0","3.0","0.0","54.0","54.0"
"2016","Jharkhand","20","Bokaro","322","Cauliflower","Vegetable","721","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Odisha","21","Mayurbhanj","365","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Unirrigated","Marginal","Below 1.0","25.0","0.0","0.0","305210.0","5354.0","91415.0","49540.0","0.0","1249.0","1238.0","0.0","39.0","27.0","0.0"
"2016","West Bengal","19","Maldah","316","Total Cereals","Cereals","199","NPK Mixture","Unirrigated","Small","1.0 - 1.99","12.0","32.0","16.0","26530.0","0.0","42708.0","0.0","42708.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Ratnagiri","492","Banana","Fruits","606","Urea Ammonium Phosphate","Unirrigated","Semi-Medium","2.0 - 3.99","20.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Jalna","479","Moong","Pulses","204","Diammonium Sulphate","Irrigated","Small","1.0 - 1.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Anantapur","502","Total Floriculture Crops","Flowers","1699","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","857.0","0.0","462.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","East Nimar","405","Total Foodgrains","Total Foodgrain","399","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","17574.0","14097.0","4595.0","161.0","0.0","3443.0","120.0","0.0","1188.0","27.0","0.0"
"2011","Tamil Nadu","33","Namakkal","580","Total Foodgrains","Total Foodgrain","399","Single Super Phosphate (SSP)","Unirrigated","Large","10 And Above","0.0","14.0","0.0","127.0","21.0","265.0","41.0","0.0","26.0","0.0","0.0","2.0","0.0","0.0"
"2011","Andhra Pradesh","28","Krishna","510","All Vegetables","Vegetable","799","NPK Mixture","Irrigated","Medium","4.0 - 9.99","17.0","17.0","17.0","209.0","0.0","248.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","Jhabua","412","Total Dyes & Tanning Materials","Dyes and Tan","1299","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Jammu And Kashmir","1","Doda","4","Other Pulses","Pulses","288","Diammonium Sulphate","Irrigated","Small","1.0 - 1.99","18.0","46.0","0.0","186.0","93.0","0.0","74.0","0.0","0.0","70.0","0.0","0.0","3.0","0.0"
"2016","Assam","18","Dhubri","285","Total Cereals","Cereals","199","Muriate of Potash (MOP)","Irrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","2813.0","2813.0","0.0","5287.0","5619.0","0.0","4117.0","4441.0","0.0","24.0","29.0"
"2016","Odisha","21","Cuttack","350","Other Fodder Crops","Fodder","1488","Triple Super Phosphate (TSP)","Unirrigated","Marginal","Below 1.0","0.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Odisha","21","Kandhamal","359","Potato","Vegetable","701","Single Super Phosphate (SSP)","Irrigated","Large","10 And Above","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Coochbehar","308","Other Drugs & Narcotics","Drugs and Narcotics","1388","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","9492.0","9326.0","4116.0","398.0","0.0","4066.0","398.0","0.0","634.0","52.0","0.0"
"2016","Andhra Pradesh","28","Kurnool","511","Kharif Paddy","Cereals","131","Calcium Ammonium Nitrate","Irrigated","Semi-Medium","2.0 - 3.99","25.0","0.0","0.0","26169.0","0.0","38889.0","0.0","38889.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Hassan","539","Mulberry Crop","Non-food","1803","NPK Mixture","Irrigated","Large","10 And Above","17.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Jammu And Kashmir","1","Baramulla","3","Total Food Crops","Other Food Crop","999","Diammonium Sulphate","Irrigated","Small","1.0 - 1.99","18.0","46.0","0.0","5694.0","5694.0","835.0","4143.0","0.0","835.0","4143.0","0.0","54.0","250.0","0.0"
"2016","Madhya Pradesh","23","East Nimar","405","Total Oilseeds","Oilseeds","1099","Calcium Ammonium Nitrate","Irrigated","Medium","4.0 - 9.99","25.0","0.0","0.0","984.0","0.0","1419.0","66.0","1485.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Jammu And Kashmir","1","Poonch","10","Paddy","Cereals","101","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","14.0","14.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Sangli","493","Tur (Arhar)","Pulses","202","Di-Ammonium Phosphate (DAP)","Irrigated","Large","10 And Above","18.0","46.0","0.0","44.0","0.0","64.0","0.0","64.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Andhra Pradesh","28","Vizianagaram","521","Total Foodgrains","Total Foodgrain","399","NPK Mixture","Irrigated","Semi-Medium","2.0 - 3.99","22.0","22.0","11.0","17811.0","644.0","26129.0","20.0","26149.0","562.0","0.0","562.0","35.0","0.0","35.0"
"2011","Maharashtra","27","Nandurbar","486","Chillies","Spices","502","Ammonium Sulphate","Unirrigated","Marginal","Below 1.0","20.6","0.0","0.0","1633.0","0.0","653.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Latur","481","Paddy","Cereals","101","Di-Ammonium Phosphate (DAP)","Irrigated","Small","1.0 - 1.99","18.0","46.0","0.0","4471.0","559.0","50.0","3241.0","3291.0","50.0","0.0","50.0","7.0","0.0","7.0"
"2016","Madhya Pradesh","23","Ujjain","435","Garlic","Spices","508","Di-Ammonium Phosphate (DAP)","Unirrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","76.0","76.0","38.0","0.0","38.0","38.0","0.0","38.0","4.0","0.0","4.0"
"2011","Tamil Nadu","33","Dindigul","572","Total Non-Food Crops","Total Non-Food","1999","Diammonium Sulphate","Unirrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","3800.0","0.0","2207.0","239.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Arunachal Pradesh","12","East Kameng","231","Kharif Paddy","Cereals","131","Muriate of Potash (MOP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","52.0","0.0","0.0","36.0","36.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Haryana","6","Faridabad","60","Wheat","Cereals","106","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","53458.0","53458.0","23025.0","0.0","0.0","23025.0","0.0","0.0","8612.0","0.0","0.0"
"2016","Maharashtra","27","Parbhani","489","Total Pulses","Pulses","299","Muriate of Potash (MOP)","Irrigated","Small","1.0 - 1.99","0.0","0.0","60.0","4262.0","533.0","432.0","69.0","501.0","133.0","0.0","133.0","11.0","0.0","11.0"
"2011","Tamil Nadu","33","Salem","584","Total Cereals","Cereals","199","Muriate of Potash (MOP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","8877.0","257.0","9944.0","315.0","0.0","219.0","0.0","0.0","43.0","0.0","0.0"
"2011","Uttar Pradesh","9","Agra","118","Jowar","Cereals","102","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","578.0","578.0","286.0","0.0","0.0","286.0","0.0","0.0","87.0","0.0","0.0"
"2011","Maharashtra","27","Latur","481","Other Cereals","Cereals","188","Diammonium Sulphate","Irrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","Shahdol","429","Total Food Crops","Other Food Crop","999","Ammonium Sulphate","Irrigated","Marginal","Below 1.0","20.6","0.0","0.0","5157.0","0.0","1512.0","116.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Odisha","21","Jagatsinghapur","355","Paddy","Cereals","101","Muriate of Potash (MOP)","Unirrigated","Large","10 And Above","0.0","0.0","60.0","9.0","0.0","189.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Rajasthan","8","Bharatpur","91","Potato","Vegetable","701","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Rampur","176","Total Cereals","Cereals","199","Urea","Unirrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","15.0","15.0","9.0","0.0","0.0","9.0","0.0","0.0","2.0","0.0","0.0"
"2016","Karnataka","29","Chikkaballapura","630","Banana","Fruits","606","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Gondia","476","Total Non-Food Crops","Total Non-Food","1999","Urea Ammonium Phosphate","Unirrigated","Marginal","Below 1.0","20.0","20.0","0.0","21435.0","0.0","7739.0","2171.0","9910.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Andhra Pradesh","28","Vizianagaram","521","Subabul","Non-food","1806","Di-Ammonium Phosphate (DAP)","Irrigated","Large","10 And Above","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Dakshina Kannada","534","Total Non-Food Crops","Total Non-Food","1999","Ammonium Phosphate Sulphate","Irrigated","Marginal","Below 1.0","16.0","20.0","0.0","103474.0","1417.0","3380.0","12160.0","15540.0","115.0","0.0","115.0","14.0","0.0","14.0"
"2016","Bihar","10","Gaya","196","All Vegetables","Vegetable","799","Calcium Ammonium Nitrate","Unirrigated","Semi-Medium","2.0 - 3.99","25.0","0.0","0.0","269.0","269.0","86.0","0.0","86.0","86.0","0.0","86.0","7.0","0.0","7.0"
"2011","Andhra Pradesh","28","Chittoor","503","Total Cereals","Cereals","199","Muriate of Potash (MOP)","Unirrigated","Small","1.0 - 1.99","0.0","0.0","60.0","5723.0","0.0","556.0","1494.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Latur","481","Total Food Crops","Other Food Crop","999","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Marginal","Below 1.0","0.0","0.0","0.0","13125.0","0.0","1859.0","153.0","2012.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Krishna","510","Total Foodgrains","Total Foodgrain","399","Muriate of Potash (MOP)","Irrigated","Small","1.0 - 1.99","0.0","0.0","60.0","71084.0","53226.0","87766.0","0.0","0.0","61827.0","0.0","0.0","6301.0","0.0","0.0"
"2011","Tamil Nadu","33","Thiruvallur","589","Groundnut","Oilseeds","1001","NPK Mixture","Unirrigated","Small","1.0 - 1.99","17.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
